Name,Latitude,Longitude,Votes,Rating,Category,City
Byblos Restaurant,40.74423,-73.98571,214,4,Mediterranean,New York
BZ Grill,40.77070896,-73.92139133,610,4,Mediterranean,New York
C-Xique Cafe,40.65084,-74.01173,2,5,Mexican,New York
Cacio E Pepe,40.7307352,-73.9862681,501,3.5,Italian,New York
Cacio E Vino,40.726384,-73.988873,326,3.5,Italian,New York
Café Altro Paradiso,40.72549,-74.00489,141,3.5,Italian,New York
Café Frida,40.7808959,-73.9764829,655,3.5,Mexican,New York
CAFÉ MEDI,40.7199,-73.98803,259,3.5,Italian,New York
CAFÉ MEDI,40.7199,-73.98803,259,3.5,Mediterranean,New York
Cafe 82,40.78579,-73.97821,137,3.5,Mediterranean,New York
Cafe Centro,40.75408424,-73.97653339,157,3.5,Mediterranean,New York
Cafe El Idolo,40.7261887,-73.9894333,2,3.5,Mexican,New York
Cafe Fiorello,40.77134,-73.9819051,740,3.5,Italian,New York
Cafe Gusto,40.707773,-74.005585,12,3,Mediterranean,New York
Cafe Habana,40.722998,-73.994171,3134,4,Mexican,New York
Cafe Istanbul,40.76666,-73.91237,23,4,Mediterranean,New York
Cafe Lore,40.648499,-74.010056,73,4,Italian,New York
Cafe Los Arcos,40.7072619,-73.9395899,89,3.5,Mexican,New York
Cafe Mocha,40.72781,-73.98803,335,3.5,Italian,New York
Cafe Mocha,40.72781,-73.98803,335,3.5,Mediterranean,New York
Cafe Mogador,40.719747,-73.959993,1143,4.5,Mediterranean,New York
Cafe Nana,40.79992108,-73.96830998,7,3.5,Mediterranean,New York
Cafe Ollin,40.7912288,-73.9395386,380,4.5,Mexican,New York
Cafe Rustico II,40.74719,-73.98202,128,4,Italian,New York
Cafe Talya,40.68448857,-74.10734971,242,5,Mediterranean,New York
Cafetal Social Club,40.724308,-73.994457,119,4.5,Italian,New York
Caffe Buon Gusto,40.77249,-73.95713,446,4,Italian,New York
Caffe Buon Gusto,40.6945304,-73.9940702,189,3.5,Italian,New York
Caffe dei Fiori,40.76935,-73.9627,75,4.5,Italian,New York
Caffe E Vino,40.68971,-73.97827,310,4,Italian,New York
Caffe Napoli,40.71819,-73.99777,620,3,Italian,New York
Caffe Palermo,40.7189596,-73.9972725,545,3.5,Italian,New York
Caffe Reggio,40.7302281,-74.0004194,595,3.5,Italian,New York
Caffe Taci,40.76034927,-73.97431946,15,4.5,Italian,New York
Calabrije's Margaritas & Tacos,40.70554296,-73.92255392,83,4,Mexican,New York
Calaca,40.6834,-73.95655,172,4.5,Mexican,New York
Calexico - East Village,40.72732,-73.98883,22,4,Mexican,New York
Calexico - Greenpoint,40.72416,-73.95132,691,3.5,Mexican,New York
Calexico - Park Slope,40.674283,-73.982278,422,3.5,Mexican,New York
Calexico - Union Street,40.684151,-74.0025404,253,3.5,Mexican,New York
Calexico - Upper East Side,40.77259,-73.95588,647,4,Mexican,New York
Caliente Cab,40.7318059,-74.0035903,791,2.5,Mexican,New York
Call Me Pasta!,40.7075415,-74.00537442,31,4,Italian,New York
Camillo,40.6596,-73.95081,123,4,Italian,New York
Campagnola Restaurant,40.768817,-73.954833,243,4,Italian,New York
Campania Coal Fired Pizza,40.61360931,-74.03333282,466,4.5,Italian,New York
Canaletto,40.76174,-73.96569,63,4,Italian,New York
Cancun,40.76578,-73.98379,363,3,Mexican,New York
Cantina 48,40.76497,-73.99607,5,4.5,Mexican,New York
Cantina Cumbancha,40.71935,-73.95293,46,4,Mexican,New York
Cantina Rooftop,40.765101,-73.996046,649,3,Mexican,New York
Cantina Royal,40.71754163,-73.96348659,240,3.5,Mexican,New York
Cantina Taqueria & Tequila Bar,40.80030634,-73.9549569,492,4,Mexican,New York
Canyon Road Grill,40.770694,-73.953774,236,3.5,Mexican,New York
Cappone's Salumeria,40.739143,-74.00702,65,4,Italian,New York
Capri Ristorante,40.71894,-73.99759,291,2.5,Italian,New York
Cara Mia,40.76069,-73.99066,432,3.5,Italian,New York
Caravaggio,40.77345657,-73.96472931,85,3.5,Italian,New York
Carbone,40.728,-74.0001497,946,4,Italian,New York
Cardoncello DiVino,40.74519,-73.98985,87,4.5,Italian,New York
Carlos & Gabbys,40.78458,-73.97393,2,5,Mexican,New York
Carmelita Deli & Grocery,40.65990448,-73.9990387,9,4.5,Mexican,New York
Carmentas Italian Specialties,40.70114,-73.92677,72,4.5,Italian,New York
Carmine's Italian Restaurant - Times Square,40.75749558,-73.98668445,3657,4,Italian,New York
Carmine's Italian Restaurant - Upper West Side,40.791077,-73.973763,1309,4,Italian,New York
Carmine's Pizzeria,40.714987,-73.94414,429,4,Italian,New York
Carnal,40.72095811,-73.96247383,23,5,BBQ,New York
Carnal,40.65818024,-73.96910095,3,4,BBQ,New York
Carniceria,40.71009523,-73.95203654,2,5,Mexican,New York
Carolyn's Kitchen,40.7107,-74.0797,33,3,BBQ,New York
Carroll Place,40.7287,-73.99971,1026,4,Italian,New York
Carvao BBQ,40.723461,-74.070194,233,3.5,BBQ,New York
Casa Apicii,40.7339,-73.99867,141,4,Italian,New York
Casa Azul,40.66557057,-73.98254503,39,4,Mexican,New York
Casa Barilla,40.76084551,-73.9793731,275,3,Italian,New York
Casa Barilla,40.76084551,-73.9793731,275,3,Mediterranean,New York
Casa Bella Restaurant,40.71817908,-73.99799332,478,3,Italian,New York
Casa Bocado,40.71958,-73.99484,22,3.5,Mexican,New York
Casa Coriz,40.700906,-73.894801,7,4.5,Mexican,New York
Casa de Julia,40.74618,-73.89954,8,4,Mexican,New York
Casa Di Napoli,40.774128,-74.0310378,107,4,Italian,New York
Casa Enrique,40.74340434,-73.95435037,1144,4,Mexican,New York
Casa La Femme,40.73404,-74.0083499,571,3.5,Mediterranean,New York
Casa Lever,40.75946075,-73.97303273,212,4,Italian,New York
Casa Lupita,40.6824438,-74.1029093,64,4,Mexican,New York
Casa Mexicana,40.7989892,-73.966955,189,4,Mexican,New York
Casa Mezcal,40.7179602,-73.9902328,392,3.5,Mexican,New York
Casa Nonna,40.75496,-73.99247,525,4,Italian,New York
Casa Publica,40.718194,-73.9520543,103,4,Mexican,New York
Casa Taqueria,40.70875,-74.00583,50,4,Mexican,New York
Casa Vieja,40.63913,-74.01618,15,3.5,Mexican,New York
Casablanca Grill,40.76153,-73.96021,95,3.5,Mediterranean,New York
Casanova Restaurant,40.73413,-73.95206,61,3.5,Italian,New York
Cascabel Taqueria,40.7743636,-73.9539916,395,3.5,Mexican,New York
Cascabel Taqueria,40.80291367,-73.9679587,404,3.5,Mexican,New York
Cascabel Taqueria,40.77722393,-73.95256864,2,4.5,Mexican,New York
Cascalote Latin Bistro,40.79271,-73.94069,334,4.5,Mexican,New York
Castro's Restaurant,40.6938559,-73.964426,268,3.5,Mexican,New York
Cataldo's Restaurant,40.6800799,-73.96832,227,4,Italian,New York
Cathédrale Restaurant,40.7316,-73.98951,48,4,Mediterranean,New York
Catrinas Mexican Grill,40.63248,-74.02767,106,3.5,Mexican,New York
CAVA,40.73378978,-73.98960786,278,4.5,Mediterranean,New York
CAVA,40.6924608,-73.9885293,51,4,Mediterranean,New York
CAVA,40.7541862,-73.9819133,56,4.5,Mediterranean,New York
CAVA,40.721964,-73.996499,70,4,Mediterranean,New York
CAVA,40.7408422,-73.9855104,158,4,Mediterranean,New York
CAVA,40.705912,-74.0087867,14,3.5,Mediterranean,New York
CAVA,40.741658,-73.99337,36,4.5,Mediterranean,New York
CAVA,40.71679994,-74.03550727,140,4,Mediterranean,New York
CAVA,40.75287184,-73.98767416,51,3.5,Mediterranean,New York
Cecconi's Dumbo,40.70330633,-73.99165496,632,3.5,Italian,New York
Ceci Italian Cuisine,40.75682714,-73.98099482,276,3.5,Italian,New York
Celeste,40.78666,-73.97599,885,3.5,Italian,New York
Celestine,40.704676,-73.987975,203,4,Mediterranean,New York
Cellini Restaurant,40.76005307,-73.97273725,145,4,Italian,New York
Cemitas El Tigre,40.7391913,-73.9198491,210,4.5,Mexican,New York
Cemitas Puebla,40.7681059,-74.033584,154,4,Mexican,New York
Cena Brooklyn,40.65146212,-73.97575546,49,4,Mexican,New York
Cent'Anni,40.67309074,-73.95734922,413,3.5,Italian,New York
Centro Pizza Bar & Italian Kitchen,40.74489,-73.95301,98,3.5,Italian,New York
Cerveceria Havemeyer,40.7116974,-73.9574585,124,3.5,Mexican,New York
Cesar's Empanadas,40.68506,-73.97797,5,3.5,Mexican,New York
Cesca,40.7802345,-73.9796698,372,3.5,Italian,New York
Cevabdzinica Sarajevo,40.75703,-73.92189,149,4,Mediterranean,New York
Champignon,40.7432661,-73.9964326,249,3.5,Italian,New York
Champignon,40.7432661,-73.9964326,249,3.5,Mediterranean,New York
Charlie Bird,40.72781,-74.002861,445,3.5,Italian,New York
Charrito's Restaurant,40.77707,-74.0136,606,3,Mexican,New York
Charritos Midtown,40.74287,-74.02957,92,2.5,Mexican,New York
Chavela's,40.67347,-73.95711,1036,4,Mexican,New York
Chazz Palminteri Italian Restaurant,40.756473,-73.980563,239,4,Italian,New York
Cheech & Peppe's,40.77216246,-73.95568047,52,4,Italian,New York
Chela & Garnacha,40.75571715,-73.92781129,365,4.5,Mexican,New York
Chela Modern Mexican,40.67032,-73.98569,391,4.5,Mexican,New York
Chelsea Ristorante,40.7405719,-74.0017238,168,3.5,Italian,New York
Chic King BBQ Restaurant,40.7778,-74.02512,61,4.5,BBQ,New York
Chicanos,40.63789,-73.99474,3,3.5,Mexican,New York
Chicazapa Mexican Restaurant,40.7560016,-74.0384836,16,3.5,Mexican,New York
Chick P,40.68056,-73.97425,246,4.5,Mediterranean,New York
Chicken Delight,40.80059,-74.00711,69,3.5,BBQ,New York
Chicken Festival,40.776607,-73.910903,85,3.5,BBQ,New York
Chicky's,40.77715,-73.9496,64,3,BBQ,New York
Chihuahua,40.74252225,-73.91767658,138,4.5,Mexican,New York
Chilo's,40.68837,-73.95684,212,4,Mexican,New York
Chimi Internacional,40.69843,-73.92361,1,5,Mexican,New York
China Kitchen,40.65085,-73.94619,5,2,Mexican,New York
Chinantla,40.69464,-73.95747,108,4,Mexican,New York
Chinese Pinchos,40.71822608,-73.99391855,1,4,BBQ,New York
Chipotlan Hot Sauce,40.6811104,-73.8628769,1,5,Mexican,New York
Chipotle Mexican Grill,40.70673008,-74.00694237,170,3.5,Mexican,New York
Chipotle Mexican Grill,40.70975353,-74.00644264,108,3,Mexican,New York
Chipotle Mexican Grill,40.69434931,-73.99183062,192,3.5,Mexican,New York
Chipotle Mexican Grill,40.690061,-73.983969,8,4.5,Mexican,New York
Chipotle Mexican Grill,40.70429678,-74.01295797,155,3,Mexican,New York
Chipotle Mexican Grill,40.73116193,-73.9934292,130,3,Mexican,New York
Chipotle Mexican Grill,40.693598,-73.986388,109,2,Mexican,New York
Chipotle Mexican Grill,40.732962,-73.9808002,40,3,Mexican,New York
Chipotle Mexican Grill,40.71876249,-74.00211322,27,2.5,Mexican,New York
Chipotle Mexican Grill,40.74205884,-74.00121809,127,3.5,Mexican,New York
Chipotle Mexican Grill,40.73984,-73.98513,115,3,Mexican,New York
Chipotle Mexican Grill,40.69297354,-73.97015098,41,2.5,Mexican,New York
Chipotle Mexican Grill,40.72821264,-74.005033,75,3,Mexican,New York
Chipotle Mexican Grill,40.74175806,-73.99337034,126,2.5,Mexican,New York
Chipotle Mexican Grill,40.73646516,-73.99717597,38,3,Mexican,New York
Chipotle Mexican Grill,40.75232405,-73.99432821,193,3,Mexican,New York
Chipotle Mexican Grill,40.72609069,-73.9965334,56,2.5,Mexican,New York
Chipotle Mexican Grill,40.73734105,-73.99004537,91,3,Mexican,New York
Chipotle Mexican Grill,40.75135987,-73.98072137,105,3.5,Mexican,New York
Chipotle Mexican Grill,40.7336055,-73.99992575,49,2,Mexican,New York
Chipotle Mexican Grill,40.73421976,-73.98882428,116,2.5,Mexican,New York
Chipotle Mexican Grill,40.70002983,-73.94096755,8,3,Mexican,New York
Chipotle Mexican Grill,40.7559426,-73.8802379,57,3,Mexican,New York
Chipotle Mexican Grill,40.72266954,-73.997526,88,2.5,Mexican,New York
Chipotle Mexican Grill,40.7146416,-74.0063629,55,2.5,Mexican,New York
Chipotle Mexican Grill,40.748472,-73.984961,111,3,Mexican,New York
Chipotle Mexican Grill,40.74606,-73.994,123,2.5,Mexican,New York
Chipotle Mexican Grill,40.716629,-73.960545,36,2.5,Mexican,New York
Chipotle Mexican Grill,40.74414353,-73.97587175,71,2.5,Mexican,New York
Chipotle Mexican Grill,40.7573036,-73.9707317,168,3.5,Mexican,New York
Chipotle Mexican Grill,40.80467198,-73.96695799,120,3,Mexican,New York
Chipotle Mexican Grill,40.7539825,-73.98157358,160,3,Mexican,New York
Chipotle Mexican Grill,40.68922533,-73.99282465,70,3,Mexican,New York
Chipotle Mexican Grill,40.74722749,-73.94164882,52,2,Mexican,New York
Chipotle Mexican Grill,40.759475,-73.982588,122,3,Mexican,New York
Chobana,40.62332,-74.03129,30,4,Mediterranean,New York
Chofi Birria,40.72146,-73.96068,1,5,Mexican,New York
Cholula Deli,40.70095,-73.91416,12,4.5,Mexican,New York
Cholula Deli Grocery,40.699207,-73.916503,18,3.5,Mexican,New York
Chorsu Restaurant,40.60450745,-73.97277832,6,3.5,Mediterranean,New York
Chuy’s Cantina,40.71148168,-73.95097728,3,4.5,Mexican,New York
Ciao Pasta,40.724725,-73.981229,3,5,Italian,New York
Cibo E Vino,40.790206,-73.9749174,310,4,Italian,New York
Cibo E Vino,40.790206,-73.9749174,310,4,Mediterranean,New York
Ciccio,40.72632633,-74.00344712,278,4,Italian,New York
Cielito Lindo Bistro,40.6745053,-73.9498836,12,4,Mexican,New York
Cielo Italian Restaurant,40.76128,-73.9859,437,4,Italian,New York
Cilantro,40.784629,-73.973121,423,3.5,Mexican,New York
Cinco de Mayo Restaurant,40.639881,-73.96688,209,4,Mexican,New York
Cinderella's Restaurant,40.6374588,-74.0799103,11,4,Mexican,New York
Cipriani,40.75145,-73.97707,102,3.5,Italian,New York
Cipriani Dolci,40.75272788,-73.97757002,224,3,Italian,New York
Cipriani Downtown,40.723567,-74.003003,298,3.5,Italian,New York
Cipriani Le Specialita,40.7516113,-73.9767134,118,4,Italian,New York
Cipriani Wall Street,40.70611,-74.00921,192,3.5,Italian,New York
Citrico,40.6768903,-73.96352665,207,4,Mexican,New York
Civediamo Beyoglu,40.77431,-73.94933,1,1,Mediterranean,New York
Claro,40.6773588,-73.98619845,159,4,Mexican,New York
Claudette,40.73303676,-73.99602869,369,4,Mediterranean,New York
Claudine's,40.68126678,-73.99391174,116,4,Italian,New York
Claudio Pizzeria,40.7475845,-73.996619,94,4,Italian,New York
Cleo,40.743973,-73.981324,107,4,Mediterranean,New York
Cleopatra's Needle,40.7924512,-73.9736557,252,2.5,Mediterranean,New York
Cloister Cafe,40.72939173,-73.98791483,462,3,Italian,New York
Coatzingo Restaurant,40.74759,-73.88623,50,4,Mexican,New York
Coco Pazzo,40.72596,-74.00143,94,4,Italian,New York
Codino,40.73006435,-74.00379367,62,4,Italian,New York
Colbeh,40.75207,-73.98402,134,2.5,Mediterranean,New York
Come Prima Ristorante,40.7721165,-73.96503739,80,4.5,Italian,New York
Common Ground,40.7395,-74.00726,103,3,Mexican,New York
Concrete,40.6977,-73.9368,78,4.5,Italian,New York
Coney Shack,40.75659,-73.98589,290,4.5,Mexican,New York
Conmigo,40.77793,-73.94902,193,4,Mexican,New York
Convivium Osteria,40.68105,-73.97748,471,4,Italian,New York
Coppola's East,40.74165,-73.98154,321,3.5,Italian,New York
Coppola's West,40.78316374,-73.97891594,302,3.5,Italian,New York
Corazon De Mexico Restaurant & Bar,40.74281,-73.95348,53,4,Mexican,New York
Cornerstone Cafe,40.72206183,-73.98324957,1104,4,Italian,New York
Corto,40.74597,-74.04337,99,4,Italian,New York
Cosme,40.739691,-73.988428,996,3.5,Mexican,New York
Coszcal De Allende,40.63617,-74.0262,127,4,Mexican,New York
Cotenna,40.72903,-74.00357,388,4,Italian,New York
Court Street Grocers Lunch,40.71385,-73.95554,24,4.5,Mexican,New York
Courtney's Rotisserie & Grill,40.6248636,-73.9176493,22,2.5,BBQ,New York
Covina,40.7423054,-73.9832149,334,4.5,Mediterranean,New York
Coyote Bohemio,40.70008,-73.90782,13,3.5,Mexican,New York
Cozumel Tortilla,40.76944,-73.98867,72,3,Mexican,New York
Craft House,40.636373,-74.077543,328,4.5,BBQ,New York
Cremini's,40.674968,-73.999242,8,5,Italian,New York
Crisp,40.753698,-73.985967,394,4,Mediterranean,New York
Crispo,40.7392469,-74.0016882,949,4,Italian,New York
D'Antan,40.6772982,-73.95882,25,4.5,Italian,New York
Döner Xpress,40.796315,-74.003648,2,5,Mediterranean,New York
Da Andrea,40.736218,-73.99597,733,4,Italian,New York
Da Capo,40.78776967,-73.95383846,190,4.5,Italian,New York
Da Ciro Brooklyn,40.6931299,-73.96716,88,4.5,Italian,New York
Da Claudio,40.71087,-74.00753,447,4.5,Italian,New York
Da Francesco,40.718334,-73.944686,114,4,Italian,New York
Da Gennaro,40.71832,-73.99794,922,4,Italian,New York
Da Marino,40.76102,-73.98526,474,4,Italian,New York
Da Mikele by Luzzo's,40.718477,-74.004802,341,4,Italian,New York
Da Nico Ristorante,40.719685,-73.997062,738,3.5,Italian,New York
Da Noi,40.75471,-73.97067,129,4,Italian,New York
Da Noi Downtown Staten Island,40.6070167,-74.0667212,86,4,Italian,New York
Da Nonna Rosa,40.67291,-73.97697,332,4,Italian,New York
Da Raffaele,40.75353869,-73.96660108,157,4.5,Italian,New York
Da Tommaso,40.7646068,-73.9845812,181,3.5,Italian,New York
da Umberto,40.73966599,-73.99582672,162,4,Italian,New York
DaddyO's BBQ & Sports Bar,40.637464,-74.0754962,197,3.5,BBQ,New York
"Daisy's 111 Pizza,Wings & Burgers",40.75755,-73.93146,6,4.5,Mexican,New York
Dallas BBQ,40.75698359,-73.98881882,1726,3,BBQ,New York
Dallas BBQ,40.68973,-73.98701,372,3,BBQ,New York
Dallas BBQ,40.74569,-73.99843,643,3,BBQ,New York
Dallas BBQ,40.728651,-73.987427,461,3,BBQ,New York
Dallas BBQ,40.77010079,-73.9600488,325,3,BBQ,New York
Dallas BBQ,40.63255,-73.94778,218,2.5,BBQ,New York
Dallas BBQ,40.733421,-73.863845,506,3,BBQ,New York
Dallas Jones BBQ,40.76114,-73.98362,2,1,BBQ,New York
Dalton's Bar & Grill,40.7643505,-73.8845281,41,4,Italian,New York
Damas Falafel House,40.69335938,-73.96952057,113,3.5,Mediterranean,New York
Daniela Trattoria,40.75927,-73.98809,431,3.5,Italian,New York
Danny's Pizzeria,40.70787,-73.93971,154,3,Italian,New York
Dante,40.72879,-74.00165,310,4,Italian,New York
Dar 525,40.711266,-73.950317,458,4.5,Mediterranean,New York
Darna Falafel,40.68704746,-73.99381779,211,4,Mediterranean,New York
Davio's Northern Italian Steakhouse,40.75304,-73.97472,282,4,Italian,New York
Dazie's,40.744194,-73.924557,84,4,Italian,New York
De Mole,40.71377,-73.95786,91,4.5,Mexican,New York
De Mole,40.7391932,-73.9202624,605,4,Mexican,New York
De Mole Astoria,40.7625999,-73.9129028,362,4,Mexican,New York
DeGrezia Ristorante,40.755512,-73.969415,100,4,Italian,New York
Dekalb Taco,40.691126,-73.9825963,49,3,Mexican,New York
Del Posto,40.7434156,-74.00753301,1415,4,Italian,New York
Del Sur Cocina,40.70847,-73.93817,5,4.5,Mexican,New York
Deli El Bigote,40.650634,-73.9483944,1,5,Mexican,New York
Delicias Puebla,40.74811346,-73.87765769,1,5,Mexican,New York
DeliPlus,40.75558,-73.98014,12,3.5,Mediterranean,New York
Delizia 73,40.768589,-73.955047,263,3.5,Italian,New York
Delizia 92,40.78152,-73.94886,239,3.5,Italian,New York
dell'anima,40.76234,-73.99695,631,4,Italian,New York
Della,40.65287,-73.97631,113,4,Italian,New York
Della,40.65287,-73.97631,113,4,Mediterranean,New York
Dellarocco's,40.6950309,-73.9961252,247,4,Italian,New York
Denino's Greenwich Village,40.7294,-74.00111,190,4,Italian,New York
Deniz Turkish Mediterranean Cuisine,40.68658447,-73.97569275,246,3.5,Mediterranean,New York
Derik's Open Flame,40.73847,-73.98071,3,2.5,BBQ,New York
Desi BBQ Halal,40.7535956,-73.9237429,27,4.5,BBQ,New York
Desy's Clam Bar,40.71138134,-73.94549147,82,3.5,Italian,New York
Dia,40.72572,-73.98955,74,4.5,Italian,New York
Dickey's Barbecue Pit,40.68166,-73.97593,48,3.5,BBQ,New York
Dill & Parsley,40.75666,-73.98335,27,4,Mediterranean,New York
Dill & Parsley,40.75604622,-73.97035545,142,3.5,Mediterranean,New York
Dill & Parsley,40.75170802,-73.97944277,16,4,Mediterranean,New York
Dill & Parsley,40.706162,-74.006831,4,3.5,Mediterranean,New York
Dill & Parsley,40.75696,-73.9759,43,3.5,Mediterranean,New York
Ding Asian Szechuan Hot Pot Restaurant,40.76064,-73.98635,182,3.5,BBQ,New York
Dino,40.68941,-73.97047,274,3.5,Italian,New York
Dinosaur Bar-B-Que,40.6776201,-73.9838929,1589,3.5,BBQ,New York
Dionysos Restaurant,40.77384,-73.91306,62,4.5,Mediterranean,New York
Djerdan Burek Brooklyn,40.612799,-73.979118,20,3.5,Mediterranean,New York
DOC Wine Bar,40.71966,-73.96046,220,4,Italian,New York
Dokebi Bar & Grill,40.71421,-73.9603,369,3.5,BBQ,New York
Dolce Vita Restaurant & Bar,40.619697,-73.918792,34,4.5,Italian,New York
Dolcino Trattoria Toscana Italian,40.74160767,-73.97857666,89,3.5,Italian,New York
Domo Taco,40.6735875,-73.95678342,185,3.5,Mexican,New York
Domo Taco,40.70403727,-74.00891192,1,5,Mexican,New York
Don Angie,40.73778,-74.00197,279,4.5,Italian,New York
